67.194.245.27 - - [04/Oct/2012:00:01:39 -0400] "GET /dashboard HTTP/1.1" 302 3789 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:13.0) Gecko/20100101 Firefox/13.0"
67.194.10.106 - abigailt [04/Oct/2012:01:37:25 -0400] "GET /users/predictor.json?user_id=137 HTTP/1.1" 200 1610 "https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
68.42.214.76 - - [04/Oct/2012:01:43:43 -0400] "GET / HTTP/1.1" 302 3259 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.14 (KHTML, like Gecko) Version/6.0.1 Safari/536.26.14"
67.194.12.46 - - [04/Oct/2012:01:47:01 -0400] "GET / HTTP/1.1" 302 3254 "-" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - - [04/Oct/2012:01:47:01 -0400] "GET /cosign/valid?cosign-www.gradecraft.com=ZZbi5Ua18b1W2ztokjzSP2QXmtrs7KDP42hhmzo3HLONxCW+IM4XXQKHkAzfqEvhOWn8Wq3fanPV5QqJNdfc7r74B9+R7T-qF7TDMNOYY46gaSRkjwKUtriPZMAI&https://www.gradecraft.com/ HTTP/1.1" 301 868 "-" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:01 -0400] "GET / HTTP/1.1" 302 1348 "-" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:01 -0400] "GET /dashboard HTTP/1.1" 200 5044 "-" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:02 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:02 -0400] "GET /assets/application-ecd494f92b13eff6c1f1042a0c2c0300.css HTTP/1.1" 200 47111 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:02 -0400] "GET /assets/application-1c8a7386185fa79b964fbb3a368c2523.js HTTP/1.1" 200 204178 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/always_learning.png HTTP/1.1" 200 3066 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/awesome_aggregator.png HTTP/1.1" 200 5658 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/great_critic.png HTTP/1.1" 200 5306 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/presentation_of_self.png HTTP/1.1" 200 5498 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/concentrator.png HTTP/1.1" 200 3594 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/teachers_pet.png HTTP/1.1" 200 3194 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/courageous_failure.png HTTP/1.1" 200 8410 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/above_and_beyond.png HTTP/1.1" 200 6372 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/examination_expert.png HTTP/1.1" 200 4042 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/early_bird_special.png HTTP/1.1" 200 4602 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/gaining_experience.png HTTP/1.1" 200 8458 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/level_one.png HTTP/1.1" 200 4458 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/learning_from_mistakes.png HTTP/1.1" 200 8362 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/personal.png HTTP/1.1" 200 4474 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/gamer.png HTTP/1.1" 200 4378 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/participatory_democrat.png HTTP/1.1" 200 5354 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/public_speaker.png HTTP/1.1" 200 5482 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/practice_makes_perfect.png HTTP/1.1" 200 6010 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/scribe.png HTTP/1.1" 200 3002 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/times_immemorial.png HTTP/1.1" 200 5722 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 200 5994 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /favicon.ico HTTP/1.1" 200 4650 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /users/predictor.json?in_progress=true&user_id=73 HTTP/1.1" 200 1748 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:47:03 -0400] "GET /users/predictor.json?user_id=73 HTTP/1.1" 200 1748 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:48:18 -0400] "GET /badges HTTP/1.1" 200 4110 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:48:19 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/badges" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:48:44 -0400] "GET /dashboard HTTP/1.1" 304 1055 "https://www.gradecraft.com/badges" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:48:45 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1198 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:48:45 -0400] "GET /users/predictor.json?user_id=73 HTTP/1.1" 304 1007 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:48:45 -0400] "GET /users/predictor.json?in_progress=true&user_id=73 HTTP/1.1" 304 1007 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:48:47 -0400] "GET /users/predictor?user_id=73 HTTP/1.1" 200 5508 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:48:48 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/users/predictor?user_id=73" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:48:48 -0400] "GET /assets/theme/bg_control_nav.png HTTP/1.1" 404 1044 "https://www.gradecraft.com/users/predictor?user_id=73" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:48:48 -0400] "GET /assets/images/bg_direction_nav.png HTTP/1.1" 200 2916 "https://www.gradecraft.com/users/predictor?user_id=73" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:48:48 -0400] "GET /assets/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 404 1044 "https://www.gradecraft.com/users/predictor?user_id=73" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:48:48 -0400] "GET /assets/images/ui-bg_glass_75_e6e6e6_1x400.png HTTP/1.1" 404 1044 "https://www.gradecraft.com/users/predictor?user_id=73" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:48:48 -0400] "GET /assets/jquery-ui/ui-bg_glass_75_e6e6e6_1x400-3e20bce1b7b2f5dd47ca6ac361805162.png HTTP/1.1" 200 612 "https://www.gradecraft.com/users/predictor?user_id=73" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:48:48 -0400] "GET /assets/jquery-ui/ui-bg_flat_75_ffffff_40x100-841636c8f8d33987bb8d2f31e8ef92ca.png HTTP/1.1" 200 676 "https://www.gradecraft.com/users/predictor?user_id=73" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:49:05 -0400] "GET /dashboard HTTP/1.1" 304 1039 "https://www.gradecraft.com/badges" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:49:06 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1198 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:49:06 -0400] "GET /users/predictor.json?user_id=73 HTTP/1.1" 304 1007 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:49:06 -0400] "GET /users/predictor.json?in_progress=true&user_id=73 HTTP/1.1" 304 1007 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.12.46 - sarijros [04/Oct/2012:01:49:17 -0400] "GET /logout HTTP/1.1" 302 1284 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.34.198 - - [04/Oct/2012:01:59:10 -0400] "GET /dashboard HTTP/1.1" 302 3984 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - - [04/Oct/2012:01:59:10 -0400] "GET /cosign/valid?cosign-www.gradecraft.com=SEQHzAe+DqN211P8Rg3cbTRyw59fjZOqV4VbCQbH4r0ho6k534u9Iq1GzjQ3K1I70HAtYUN5XbGGcDxDAWbCSPmvUPzLMZGWVO8mVrugeBqCnOE5vrrArp0EZ+gK&https://www.gradecraft.com/dashboard HTTP/1.1" 301 900 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:10 -0400] "GET /dashboard HTTP/1.1" 200 5108 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:11 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 4288 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:11 -0400] "GET /assets/application-ecd494f92b13eff6c1f1042a0c2c0300.css HTTP/1.1" 200 46973 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:11 -0400] "GET /assets/application-1c8a7386185fa79b964fbb3a368c2523.js HTTP/1.1" 200 207268 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/always_learning.png HTTP/1.1" 200 3066 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/presentation_of_self.png HTTP/1.1" 200 5498 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/above_and_beyond.png HTTP/1.1" 200 9462 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/awesome_aggregator.png HTTP/1.1" 200 8886 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/great_critic.png HTTP/1.1" 200 8534 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/teachers_pet.png HTTP/1.1" 200 3194 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/concentrator.png HTTP/1.1" 200 3594 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/courageous_failure.png HTTP/1.1" 200 8410 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/early_bird_special.png HTTP/1.1" 200 4602 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/examination_expert.png HTTP/1.1" 200 4042 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/gaining_experience.png HTTP/1.1" 200 8458 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/gamer.png HTTP/1.1" 200 4378 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/learning_from_mistakes.png HTTP/1.1" 200 8362 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/level_one.png HTTP/1.1" 200 4458 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/personal.png HTTP/1.1" 200 4474 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/participatory_democrat.png HTTP/1.1" 200 5354 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/practice_makes_perfect.png HTTP/1.1" 200 6010 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/public_speaker.png HTTP/1.1" 200 5482 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/scribe.png HTTP/1.1" 200 3002 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/times_immemorial.png HTTP/1.1" 200 5722 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 200 5994 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /users/predictor.json?in_progress=true&user_id=315 HTTP/1.1" 200 1626 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.34.198 - rwstrong [04/Oct/2012:01:59:12 -0400] "GET /users/predictor.json?user_id=315 HTTP/1.1" 200 1626 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
